,prem,hypo1,hypo2,score1,score2,diff
170,Either Thomas or Kelsi are a clerk,Thomas is a clerk,Kelsi is a clerk,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.07'}",0.21000000000000008
350,Either Jafari or Sue are a performing artist,Jafari is a performing artist,Sue is a performing artist,"{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.05'}",0.21000000000000002
402,Either Josh or Janet are an analyst,Josh is an analyst,Janet is an analyst,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.11', 'contradiction': '0.11'}",0.21
150,Either Jesus or Susie are a landlord,Jesus is a landlord,Susie is a landlord,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.07'}",0.21
362,Either Sergey or Barbara are an editor,Sergey is an editor,Barbara is an editor,"{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.09'}","{'entailment': '0.68', 'neutral': '0.15', 'contradiction': '0.17'}",0.21
273,Either Jafari or Priya are an administrator,Jafari is an administrator,Priya is an administrator,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.08'}",0.21
40,Either Ragesh or Erica are a lawyer,Ragesh is a lawyer,Erica is a lawyer,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}","{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.06'}",0.20999999999999996
47,Either Juan or Kristy are a guitarist,Juan is a guitarist,Kristy is a guitarist,"{'entailment': '0.85', 'neutral': '0.08', 'contradiction': '0.07'}","{'entailment': '0.74', 'neutral': '0.12', 'contradiction': '0.13'}",0.20999999999999996
340,Either David or Brenda are an aeronautical engineer,David is an aeronautical engineer,Brenda is an aeronautical engineer,"{'entailment': '0.83', 'neutral': '0.07', 'contradiction': '0.11'}","{'entailment': '0.72', 'neutral': '0.09', 'contradiction': '0.19'}",0.20999999999999996
154,Either Lance or Laquisha are a theologian,Lance is a theologian,Laquisha is a theologian,"{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.69', 'neutral': '0.17', 'contradiction': '0.14'}",0.20000000000000012
392,Either Mark or Nina are a guitarist,Mark is a guitarist,Nina is a guitarist,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.71', 'neutral': '0.17', 'contradiction': '0.12'}",0.2000000000000001
42,Either Mattie or Susan are a butler,Mattie is a butler,Susan is a butler,"{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}","{'entailment': '0.69', 'neutral': '0.25', 'contradiction': '0.06'}",0.20000000000000007
343,Either Fred or Fabioloa are a construction worker,Fred is a construction worker,Fabioloa is a construction worker,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.74', 'neutral': '0.10', 'contradiction': '0.16'}",0.19999999999999998
318,Either Erik or Joyce are a civil,Erik is a civil,Joyce is a civil,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.19999999999999998
143,Either Connor or Becky are a barber,Connor is a barber,Becky is a barber,"{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.75', 'neutral': '0.14', 'contradiction': '0.11'}",0.19999999999999998
63,Either Jake or Ellen are a security guard,Jake is a security guard,Ellen is a security guard,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.09'}",0.19999999999999998
371,Either Jimmy or Susie are a firefighter,Jimmy is a firefighter,Susie is a firefighter,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}",0.19999999999999996
69,Either Bob or Tasha are a broker,Bob is a broker,Tasha is a broker,"{'entailment': '0.88', 'neutral': '0.06', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.11', 'contradiction': '0.11'}",0.19999999999999996
457,Either Mohammad or Carla are a hostess,Mohammad is a hostess,Carla is a hostess,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.12', 'contradiction': '0.15'}",0.19999999999999996
55,Either Sam or Lynn are a medical student,Sam is a medical student,Lynn is a medical student,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.72', 'neutral': '0.13', 'contradiction': '0.15'}",0.19999999999999996
83,Either Marcus or Shelly are a chemist,Marcus is a chemist,Shelly is a chemist,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}",0.1900000000000001
348,Either Alan or Joyce are a cleric,Alan is a cleric,Joyce is a cleric,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.71', 'neutral': '0.15', 'contradiction': '0.14'}",0.19000000000000009
28,Either Sidney or Joyce are a supervisor,Sidney is a supervisor,Joyce is a supervisor,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.72', 'neutral': '0.18', 'contradiction': '0.11'}",0.19000000000000006
49,Either Muhammad or Ruby are a tennis player,Muhammad is a tennis player,Ruby is a tennis player,"{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.05'}","{'entailment': '0.73', 'neutral': '0.17', 'contradiction': '0.11'}",0.18999999999999997
466,Either Jesus or Tina are an airman,Jesus is an airman,Tina is an airman,"{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.08'}",0.18999999999999997
279,Either Tyresse or Susan are a lifeguard,Tyresse is a lifeguard,Susan is a lifeguard,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.10'}",0.18999999999999997
416,Either Fred or Shaniqua are an illustrator,Fred is an illustrator,Shaniqua is an illustrator,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.11'}",0.18999999999999995
256,Either Jed or Vrenna are a janitor,Jed is a janitor,Vrenna is a janitor,"{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.09', 'contradiction': '0.09'}",0.18999999999999995
91,Either Thorn or Brenda are an entrepreneur,Thorn is an entrepreneur,Brenda is an entrepreneur,"{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.18000000000000008
334,Either Marty or Beyonce are a dancer,Marty is a dancer,Beyonce is a dancer,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.18000000000000008
315,Either Marcus or Yolanda are a model,Marcus is a model,Yolanda is a model,"{'entailment': '0.80', 'neutral': '0.08', 'contradiction': '0.12'}","{'entailment': '0.71', 'neutral': '0.13', 'contradiction': '0.16'}",0.18000000000000008
423,Either Ryan or Nia are a dealer,Ryan is a dealer,Nia is a dealer,"{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.18000000000000008
259,Either Tyresse or Sue are a janitor,Tyresse is a janitor,Sue is a janitor,"{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}","{'entailment': '0.69', 'neutral': '0.16', 'contradiction': '0.15'}",0.18000000000000008
162,Either Jeffrey or Jen are a supervisor,Jeffrey is a supervisor,Jen is a supervisor,"{'entailment': '0.91', 'neutral': '0.08', 'contradiction': '0.01'}","{'entailment': '0.82', 'neutral': '0.14', 'contradiction': '0.04'}",0.18000000000000008
294,Either Tim or Cheryl are an opera singer,Tim is an opera singer,Cheryl is an opera singer,"{'entailment': '0.79', 'neutral': '0.08', 'contradiction': '0.13'}","{'entailment': '0.70', 'neutral': '0.14', 'contradiction': '0.16'}",0.18000000000000008
441,Either Spence or Ellen are a cook,Spence is a cook,Ellen is a cook,"{'entailment': '0.93', 'neutral': '0.04', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}",0.18000000000000008
347,Either Sammy or Missy are an administrator,Sammy is an administrator,Missy is an administrator,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.82', 'neutral': '0.16', 'contradiction': '0.02'}",0.18000000000000008
446,Either LeBron or Veronica are an academic,LeBron is an academic,Veronica is an academic,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}",0.18000000000000008
304,Either Ramon or Shaniqua are a laborer,Ramon is a laborer,Shaniqua is a laborer,"{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}","{'entailment': '0.71', 'neutral': '0.11', 'contradiction': '0.18'}",0.18000000000000005
393,Either Marcus or Missy are an economist,Marcus is an economist,Missy is an economist,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.73', 'neutral': '0.14', 'contradiction': '0.13'}",0.18
303,Either Greg or Judy are a cleaner,Greg is a cleaner,Judy is a cleaner,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.07'}",0.18
198,Either Amhad or Tasha are an artist,Amhad is an artist,Tasha is an artist,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.73', 'neutral': '0.13', 'contradiction': '0.14'}",0.18
480,Either Andrew or Shaniqua are an employee,Andrew is an employee,Shaniqua is an employee,"{'entailment': '0.88', 'neutral': '0.06', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}",0.18
471,Either Dawson or Phoebe are a CEO,Dawson is a CEO,Phoebe is a CEO,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.18
102,Either Malik or Cynthia are a performing artist,Malik is a performing artist,Cynthia is a performing artist,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}",0.18
310,Either Bob or Marie are a postman,Bob is a postman,Marie is a postman,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.11', 'contradiction': '0.11'}",0.18
258,Either Mark or Carla are a dealer,Mark is a dealer,Carla is a dealer,"{'entailment': '0.87', 'neutral': '0.07', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.08', 'contradiction': '0.14'}",0.18
54,Either Joe or Sally are a construction worker,Joe is a construction worker,Sally is a construction worker,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.09'}",0.18
34,Either Ramon or Anita are an inspector,Ramon is an inspector,Anita is an inspector,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.08'}",0.17999999999999997
432,Either Louis or Jenny are an architect,Louis is an architect,Jenny is an architect,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.17999999999999997
21,Either Brent or Maya are a chief,Brent is a chief,Maya is a chief,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.11', 'contradiction': '0.12'}",0.17999999999999997
339,Either Perth or Cynthia are a supervisor,Perth is a supervisor,Cynthia is a supervisor,"{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.17999999999999997
267,Either Thomas or Sally are a chief,Thomas is a chief,Sally is a chief,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.17999999999999997
67,Either Bradford or Cheryl are a clerk,Bradford is a clerk,Cheryl is a clerk,"{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}",0.17999999999999997
35,Either Mark or Claire are a hostess,Mark is a hostess,Claire is a hostess,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.11'}",0.17999999999999997
356,Either Tom or Monica are a comedian,Tom is a comedian,Monica is a comedian,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.11', 'contradiction': '0.11'}",0.17999999999999997
107,Either Tom or Shevon are a CEO,Tom is a CEO,Shevon is a CEO,"{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.76', 'neutral': '0.19', 'contradiction': '0.06'}",0.17999999999999997
96,Either Bill or Ashley are an entrepreneur,Bill is an entrepreneur,Ashley is an entrepreneur,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.17999999999999997
394,Either Joseph or Samantha are a swimmer,Joseph is a swimmer,Samantha is a swimmer,"{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.05'}","{'entailment': '0.73', 'neutral': '0.15', 'contradiction': '0.12'}",0.17999999999999994
328,Either Anse or Shelly are a lawn mower,Anse is a lawn mower,Shelly is a lawn mower,"{'entailment': '0.82', 'neutral': '0.08', 'contradiction': '0.10'}","{'entailment': '0.73', 'neutral': '0.12', 'contradiction': '0.15'}",0.17999999999999994
467,Either Anse or Sherry are a drawer,Anse is a drawer,Sherry is a drawer,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}",0.17999999999999994
277,Either Malik or Barbara are a security guard,Malik is a security guard,Barbara is a security guard,"{'entailment': '0.76', 'neutral': '0.08', 'contradiction': '0.16'}","{'entailment': '0.67', 'neutral': '0.12', 'contradiction': '0.21'}",0.17999999999999994
3,Either Stewart or Shelly are a magician,Stewart is a magician,Shelly is a magician,"{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.83', 'neutral': '0.10', 'contradiction': '0.07'}",0.1700000000000001
15,Either Lance or Priya are a housekeeper,Lance is a housekeeper,Priya is a housekeeper,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.1700000000000001
436,Either Cody or Abigail are an employment,Cody is an employment,Abigail is an employment,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.16', 'contradiction': '0.12'}",0.17000000000000007
489,Either James or Beth are a surgeon,James is a surgeon,Beth is a surgeon,"{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}",0.17000000000000007
475,Either Seth or Nia are a commander,Seth is a commander,Nia is a commander,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.07'}",0.17000000000000007
442,Either Anse or Abigail are a firefighter,Anse is a firefighter,Abigail is a firefighter,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}",0.17000000000000004
325,Either Jones or Katherine are a linguist,Jones is a linguist,Katherine is a linguist,"{'entailment': '0.90', 'neutral': '0.09', 'contradiction': '0.01'}","{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.04'}",0.16999999999999998
302,Either Carl or Joyce are a barber,Carl is a barber,Joyce is a barber,"{'entailment': '0.89', 'neutral': '0.06', 'contradiction': '0.05'}","{'entailment': '0.80', 'neutral': '0.10', 'contradiction': '0.09'}",0.16999999999999998
194,Either Edward or Kacey are a butler,Edward is a butler,Kacey is a butler,"{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.15', 'contradiction': '0.11'}",0.16999999999999998
208,Either Bob or Yolanda are an author,Bob is an author,Yolanda is an author,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.09'}",0.16999999999999996
473,Either Drew or Candice are a groom,Drew is a groom,Candice is a groom,"{'entailment': '0.72', 'neutral': '0.12', 'contradiction': '0.16'}","{'entailment': '0.64', 'neutral': '0.12', 'contradiction': '0.25'}",0.16999999999999996
283,Either Carlos or Joyce are an economist,Carlos is an economist,Joyce is an economist,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.76', 'neutral': '0.15', 'contradiction': '0.09'}",0.16999999999999993
316,Either Alexander or Patricia are a performing artist,Alexander is a performing artist,Patricia is a performing artist,"{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}",0.1600000000000001
5,Either Hunter or Precious are an author,Hunter is an author,Precious is an author,"{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.05'}","{'entailment': '0.71', 'neutral': '0.20', 'contradiction': '0.09'}",0.1600000000000001
240,Either Michael or Lena are a designer,Michael is a designer,Lena is a designer,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.73', 'neutral': '0.17', 'contradiction': '0.10'}",0.1600000000000001
372,Either Jake or Ebony are a cleaner,Jake is a cleaner,Ebony is a cleaner,"{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.08', 'contradiction': '0.09'}",0.16000000000000006
353,Either Josh or Maya are a supervisor,Josh is a supervisor,Maya is a supervisor,"{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.08', 'contradiction': '0.09'}",0.16000000000000006
153,Either Edward or Raven are a detective,Edward is a detective,Raven is a detective,"{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}","{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}",0.16000000000000003
342,Either Gabriel or Kathy are a mover,Gabriel is a mover,Kathy is a mover,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.76', 'neutral': '0.13', 'contradiction': '0.11'}",0.15999999999999998
56,Either Andy or Claire are an artist,Andy is an artist,Claire is an artist,"{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.15999999999999998
68,Either Kariem or Greta are a lawn mower,Kariem is a lawn mower,Greta is a lawn mower,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.76', 'neutral': '0.10', 'contradiction': '0.14'}",0.15999999999999998
396,Either Drew or Ellen are a builder,Drew is a builder,Ellen is a builder,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.05'}",0.15999999999999998
108,Either Biff or Martha are an administrator,Biff is an administrator,Martha is an administrator,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.07'}",0.15999999999999998
365,Either Jack or Craig are an analyst,Jack is an analyst,Craig is an analyst,"{'entailment': '0.76', 'neutral': '0.12', 'contradiction': '0.12'}","{'entailment': '0.68', 'neutral': '0.14', 'contradiction': '0.18'}",0.15999999999999998
351,Either Ben or Susie are a comedian,Ben is a comedian,Susie is a comedian,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}",0.15999999999999998
498,Either Mitchell or Ruby are an executive,Mitchell is an executive,Ruby is an executive,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.10'}",0.15999999999999998
476,Either Boris or Martha are a janitor,Boris is a janitor,Martha is a janitor,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}",0.15999999999999998
354,Either Tom or Edith are a fireman,Tom is a fireman,Edith is a fireman,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.15999999999999998
141,Either Treyvone or Carla are a janitor,Treyvone is a janitor,Carla is a janitor,"{'entailment': '0.87', 'neutral': '0.07', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}",0.15999999999999998
197,Either Brad or Sherry are a mechanic,Brad is a mechanic,Sherry is a mechanic,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.76', 'neutral': '0.14', 'contradiction': '0.10'}",0.15999999999999998
428,Either Denny or Molly are a judge,Denny is a judge,Molly is a judge,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.15999999999999998
268,Either Johnny or Cheryl are an academic,Johnny is an academic,Cheryl is an academic,"{'entailment': '0.82', 'neutral': '0.07', 'contradiction': '0.11'}","{'entailment': '0.74', 'neutral': '0.11', 'contradiction': '0.15'}",0.15999999999999995
399,Either Biff or Greta are a soldier,Biff is a soldier,Greta is a soldier,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.76', 'neutral': '0.12', 'contradiction': '0.12'}",0.15999999999999995
308,Either Billy or Tasha are an academic,Billy is an academic,Tasha is an academic,"{'entailment': '0.85', 'neutral': '0.07', 'contradiction': '0.08'}","{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.11'}",0.15999999999999995
281,Either Chen Wee or Joanne are a cashier,Chen Wee is a cashier,Joanne is a cashier,"{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.77', 'neutral': '0.11', 'contradiction': '0.12'}",0.15999999999999995
31,Either Connor or Kacey are an economist,Connor is an economist,Kacey is an economist,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}",0.15999999999999995
378,Either LeBron or Tanisha are a foster parent,LeBron is a foster parent,Tanisha is a foster parent,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.76', 'neutral': '0.17', 'contradiction': '0.06'}",0.15999999999999995
444,Either Laquan or Susan are an artist,Laquan is an artist,Susan is an artist,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}",0.15999999999999995
11,Either Jacob or LaShawnda are a radiologist,Jacob is a radiologist,LaShawnda is a radiologist,"{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}",0.15000000000000008
338,Either Connor or Kassidy are a pianist,Connor is a pianist,Kassidy is a pianist,"{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.72', 'neutral': '0.19', 'contradiction': '0.10'}",0.15000000000000008
292,Either Edward or Candace are a receptionist,Edward is a receptionist,Candace is a receptionist,"{'entailment': '0.92', 'neutral': '0.05', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.07', 'contradiction': '0.09'}",0.15000000000000008
242,Either Spence or Lena are a secretary,Spence is a secretary,Lena is a secretary,"{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}",0.14999999999999997
115,Either Denny or Lucy are a security guard,Denny is a security guard,Lucy is a security guard,"{'entailment': '0.86', 'neutral': '0.06', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}",0.14999999999999997
214,Either Mattie or Cindy are a nurse,Mattie is a nurse,Cindy is a nurse,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}","{'entailment': '0.75', 'neutral': '0.14', 'contradiction': '0.10'}",0.14999999999999997
388,Either Mike or Ebony are a firefighter,Mike is a firefighter,Ebony is a firefighter,"{'entailment': '0.72', 'neutral': '0.09', 'contradiction': '0.19'}","{'entailment': '0.65', 'neutral': '0.09', 'contradiction': '0.27'}",0.14999999999999997
89,Either Jimmy or Janet are a boxer,Jimmy is a boxer,Janet is a boxer,"{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}",0.14999999999999997
437,Either Corey or Anne are a chef,Corey is a chef,Anne is a chef,"{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.08'}",0.14999999999999997
135,Either Shaquille or Celia are a hairdresser,Shaquille is a hairdresser,Celia is a hairdresser,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.10'}",0.14999999999999994
29,Either Jeremy or Joyce are an aeronautical engineer,Jeremy is an aeronautical engineer,Joyce is an aeronautical engineer,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}",0.14000000000000007
313,Either Val or Ellen are a poet,Val is a poet,Ellen is a poet,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}",0.14000000000000007
481,Either Leonard or Erica are a laborer,Leonard is a laborer,Erica is a laborer,"{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.06'}",0.14000000000000007
445,Either Jim or Shaniqua are a nurse,Jim is a nurse,Shaniqua is a nurse,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.85', 'neutral': '0.08', 'contradiction': '0.07'}",0.14000000000000007
430,Either Ramon or Jenny are an artist,Ramon is an artist,Jenny is an artist,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.10'}",0.14000000000000007
425,Either Charles or Julie are an aeronautical engineer,Charles is an aeronautical engineer,Julie is an aeronautical engineer,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.09'}",0.14000000000000004
48,Either Connor or Kathy are a pilot,Connor is a pilot,Kathy is a pilot,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.14000000000000004
